technical_match_ratio,technical_partial_ratio,technical_missing_ratio,mandatory_requirement_compliance,document_completeness,required_documents_present,required_documents_missing,evidence_coverage,specification_match_score,specification_conflict_count,experience_years,relevant_experience_score,delivery_days,delivery_compliance,quoted_price,price_score,standards_coverage,high_risk_requirement_count,missing_evidence_count,conflict_count,compliance_class
0.488,0.139,0.373,0,0.601,3,2,0.488,48.8,5,3,37,26,1,22768.84,54.5,0.557,2,5,6,0
0.889,0.044,0.068,1,0.922,4,1,0.782,88.9,1,11,100,43,1,34973.54,30.1,0.863,0,2,1,3
0.547,0.312,0.141,0,0.667,3,2,0.629,54.7,2,2,37,16,1,16904.66,66.2,0.466,2,3,3,0
0.455,0.156,0.389,0,0.389,1,4,0.337,45.5,5,4,44,81,0,20053.06,59.9,0.497,2,6,7,0
0.837,0.161,0.002,1,0.7,3,2,0.587,83.7,0,5,68,15,1,40055.6,19.9,0.652,0,4,1,3
0.552,0.335,0.113,0,0.523,2,3,0.503,55.2,1,1,1,87,0,34920.54,30.2,0.362,2,4,3,0
0.297,0.335,0.368,0,0.227,1,4,0.202,29.7,5,0,-9,72,0,13792.25,72.4,0.381,3,7,6,0
0.068,0.137,0.795,0,0.0,0,5,0.0,6.8,11,3,49,58,0,7310.91,85.4,0.12,4,10,11,0
0.423,0.429,0.148,1,0.227,1,4,0.195,42.3,2,4,38,81,0,24042.33,51.9,0.465,2,8,4,1
0.952,0.012,0.036,1,0.786,3,2,0.632,95.2,0,3,25,40,1,31308.24,37.4,0.803,0,3,2,2
0.652,0.344,0.004,1,0.685,3,2,0.645,65.2,0,4,43,33,1,27064.54,45.9,0.747,1,3,2,2
0.86,0.102,0.038,1,1.0,5,0,0.936,86.0,0,10,100,47,1,20049.82,59.9,0.71,0,0,0,3
0.406,0.476,0.118,1,0.559,2,3,0.539,40.6,1,4,40,8,1,17627.8,64.7,0.326,2,4,2,2
0.305,0.49,0.206,1,0.484,2,3,0.478,30.5,3,0,17,22,1,14084.54,71.8,0.341,3,5,4,0
0.754,0.222,0.023,1,0.624,3,2,0.593,75.4,0,6,77,52,1,33329.09,33.3,0.701,1,4,1,2
0.751,0.227,0.021,1,0.784,3,2,0.646,75.1,0,4,59,14,1,25844.7,48.3,0.729,1,3,2,2
0.219,0.183,0.597,0,0.103,0,5,0.088,21.9,8,4,43,35,0,16838.0,66.3,0.252,3,9,9,0
0.653,0.243,0.104,0,0.588,2,3,0.49,65.3,1,3,32,86,0,23006.98,54.0,0.549,1,5,1,0
0.684,0.267,0.048,1,0.536,2,3,0.509,68.4,0,13,100,74,1,13118.09,73.8,0.769,1,4,2,2
0.862,0.0,0.148,1,0.908,4,1,0.863,86.2,2,4,38,47,1,34010.35,32.0,0.766,0,1,3,3
0.738,0.163,0.099,1,0.696,3,2,0.562,73.8,1,9,87,82,1,14710.36,70.6,0.613,1,4,3,2
0.219,0.401,0.379,0,0.142,0,5,0.12,21.9,5,4,43,74,0,13786.41,72.4,0.11,3,8,7,0
1.0,0.0,0.042,1,1.0,5,0,0.839,100.0,0,7,60,38,1,20225.54,59.5,0.852,0,1,1,3
0.689,0.206,0.106,1,0.696,3,2,0.601,68.9,1,1,5,26,1,29337.93,41.3,0.691,1,3,1,2
0.852,0.138,0.01,1,0.875,4,1,0.811,85.2,0,3,34,45,1,12737.65,74.5,0.884,0,1,0,3
0.944,0.042,0.014,1,0.973,4,1,0.781,94.4,0,8,88,16,1,18836.41,62.3,1.0,0,2,0,3
0.804,0.164,0.032,1,0.727,3,2,0.645,80.4,0,10,99,39,1,48188.86,3.6,0.811,0,3,2,3
0.888,0.0,0.134,1,0.813,4,1,0.69,88.8,2,3,33,12,1,28985.29,42.0,0.906,0,3,2,3
0.084,0.245,0.671,0,0.0,0,5,0.0,8.4,10,2,35,67,0,16678.33,66.6,0.0,4,10,10,0
0.723,0.139,0.138,1,0.716,3,2,0.625,72.3,2,13,100,49,1,30124.47,39.8,0.616,1,3,4,2
0.621,0.274,0.105,1,0.619,3,2,0.533,62.1,1,10,100,88,1,31745.6,36.5,0.534,1,4,2,2
0.631,0.244,0.125,1,0.444,2,3,0.367,63.1,1,5,52,88,1,33085.17,33.8,0.52,1,6,1,2
0.855,0.108,0.037,1,0.995,4,1,0.838,85.5,0,6,78,79,1,32691.16,34.6,0.95,0,1,1,3
0.693,0.0,0.358,0,0.722,3,2,0.604,69.3,5,0,17,27,1,23983.69,52.0,0.692,1,3,5,0
0.849,0.122,0.029,1,1.0,5,0,0.947,84.9,0,8,72,21,1,26287.72,47.4,0.868,0,0,1,3
0.867,0.13,0.003,1,0.774,3,2,0.65,86.7,0,3,36,30,1,16557.8,66.9,0.932,0,3,0,3
0.71,0.281,0.009,1,0.578,2,3,0.505,71.0,0,12,100,62,1,13515.41,73.0,0.547,1,4,0,3
0.391,0.21,0.399,0,0.422,2,3,0.344,39.1,5,1,14,76,0,5718.47,88.6,0.431,3,6,6,0
0.37,0.254,0.376,0,0.517,2,3,0.47,37.0,5,2,37,21,1,30436.24,39.1,0.388,3,5,7,0
0.824,0.13,0.045,1,0.963,4,1,0.906,82.4,0,10,100,45,1,38630.69,22.7,0.792,0,0,1,3
0.677,0.257,0.066,1,0.526,2,3,0.455,67.7,0,14,100,48,1,14379.95,71.2,0.605,1,5,2,2
0.247,0.149,0.604,0,0.237,1,4,0.23,24.7,9,1,21,84,0,11703.58,76.6,0.329,3,7,9,0
0.821,0.062,0.117,1,1.0,5,0,0.814,82.1,1,11,100,72,1,31303.47,37.4,0.758,0,1,2,3
0.617,0.228,0.156,1,0.662,3,2,0.543,61.7,2,0,7,86,0,26406.21,47.2,0.502,1,4,3,1
0.726,0.194,0.08,1,0.804,4,1,0.701,72.6,1,12,100,34,1,28635.76,42.7,0.643,1,2,1,3
0.861,0.138,0.001,1,0.779,3,2,0.656,86.1,0,9,83,53,1,32806.21,34.4,0.679,0,3,2,3
0.603,0.097,0.3,0,0.45,2,3,0.435,60.3,4,2,38,21,1,25696.79,48.6,0.647,1,5,4,0
0.775,0.132,0.093,1,0.962,4,1,0.804,77.5,1,6,63,62,1,34253.85,31.5,0.754,1,1,2,3
0.666,0.187,0.148,1,0.476,2,3,0.471,66.6,2,13,100,28,1,26765.94,46.5,0.66,1,5,4,2
0.817,0.158,0.024,1,0.621,3,2,0.617,81.7,0,6,76,64,1,27559.49,44.9,0.783,0,3,2,2
0.981,0.0,0.046,1,0.855,4,1,0.828,98.1,0,5,67,53,1,38403.21,23.2,0.947,0,1,0,3
0.816,0.16,0.023,1,0.927,4,1,0.752,81.6,0,14,100,31,1,25100.27,49.8,0.769,0,2,1,3
0.635,0.256,0.11,1,0.834,4,1,0.805,63.5,1,9,89,67,1,22932.41,54.1,0.704,1,1,1,3
0.811,0.14,0.049,1,0.976,4,1,0.851,81.1,0,6,53,70,1,46543.92,6.9,0.703,0,1,0,3
0.956,0.025,0.02,1,1.0,5,0,0.809,95.6,0,10,100,9,1,32262.52,35.5,0.891,0,1,1,3
0.699,0.274,0.026,1,0.659,3,2,0.594,69.9,0,10,100,10,1,27688.82,44.6,0.513,1,4,0,3
0.894,0.057,0.048,1,0.913,4,1,0.815,89.4,0,9,91,15,1,28946.06,42.1,0.702,0,1,0,3
0.971,0.008,0.02,1,0.78,3,2,0.723,97.1,0,5,46,70,1,49714.99,0.6,0.944,0,2,1,3
0.654,0.316,0.03,1,0.55,2,3,0.474,65.4,0,9,90,16,1,29536.22,40.9,0.467,1,5,2,2
0.743,0.154,0.104,1,0.935,4,1,0.869,74.3,1,3,22,82,1,25846.05,48.3,0.551,1,1,1,3
0.842,0.12,0.038,1,0.854,4,1,0.755,84.2,0,5,56,81,1,16309.04,67.4,0.916,0,2,1,3
0.858,0.101,0.04,1,0.704,3,2,0.671,85.8,0,3,35,25,1,20838.26,58.3,0.664,0,3,1,2
0.787,0.175,0.038,1,0.919,4,1,0.875,78.7,0,11,100,40,1,32220.74,35.6,0.588,1,1,0,3
0.587,0.201,0.211,1,0.646,3,2,0.569,58.7,3,1,23,86,0,34966.35,30.1,0.671,2,4,4,2
0.957,0.027,0.016,1,0.946,4,1,0.801,95.7,0,3,47,87,1,29569.16,40.9,0.961,0,1,2,3
0.12,0.295,0.584,0,0.0,0,5,0.0,12.0,8,3,38,86,0,11253.05,77.5,0.169,4,10,10,0
0.61,0.034,0.356,1,0.677,3,2,0.55,61.0,5,4,45,33,0,25323.12,49.4,0.501,1,4,6,1
0.828,0.136,0.036,1,0.834,4,1,0.686,82.8,0,10,100,47,1,47426.49,5.1,0.784,0,3,2,3
0.635,0.295,0.071,1,0.674,3,2,0.632,63.5,1,14,100,9,1,21716.03,56.6,0.459,1,3,2,2
0.992,0.0,0.007,1,1.0,5,0,0.914,99.2,0,14,100,55,1,30272.3,39.5,0.989,0,0,2,3
0.836,0.116,0.048,1,0.66,3,2,0.658,83.6,0,10,100,21,1,40724.84,18.6,0.658,0,3,0,2
0.337,0.11,0.553,0,0.233,1,4,0.207,33.7,8,1,11,22,1,10136.84,79.7,0.376,3,7,10,0
0.627,0.256,0.116,1,0.603,3,2,0.57,62.7,1,0,9,77,0,21049.13,57.9,0.472,1,4,1,2
0.623,0.27,0.108,1,0.442,2,3,0.434,62.3,1,9,100,66,1,27909.66,44.2,0.688,1,5,3,1
0.876,0.074,0.05,1,0.874,4,1,0.807,87.6,0,8,82,56,1,29289.25,41.4,0.78,0,1,0,3
0.373,0.052,0.575,0,0.439,2,3,0.4,37.3,8,2,15,55,0,18616.4,62.8,0.347,3,5,8,0
0.936,0.029,0.035,1,1.0,5,0,0.815,93.6,0,4,36,77,1,43238.41,13.5,1.0,0,1,2,3
0.983,0.0,0.034,1,0.881,4,1,0.811,98.3,0,5,55,19,1,18421.13,63.2,0.971,0,1,1,3
0.476,0.17,0.353,1,0.471,2,3,0.43,47.6,5,2,14,66,0,28702.99,42.6,0.424,2,5,5,1
0.884,0.0,0.133,1,0.794,3,2,0.674,88.4,1,14,100,60,1,28549.17,42.9,0.918,0,3,2,3
0.801,0.175,0.024,1,0.919,4,1,0.851,80.1,0,14,100,45,1,32624.2,34.8,0.701,0,1,2,3
0.15,0.267,0.583,0,0.125,0,5,0.124,15.0,8,0,-4,44,0,17037.53,65.9,0.039,4,8,8,0
0.759,0.122,0.12,1,0.581,2,3,0.533,75.9,1,13,100,55,1,33564.76,32.9,0.772,1,4,1,3
0.454,0.271,0.276,1,0.508,2,3,0.479,45.4,4,4,54,50,0,13593.53,72.8,0.302,2,5,5,1
0.815,0.145,0.04,1,0.709,3,2,0.633,81.5,0,9,100,28,1,22354.12,55.3,0.7,0,3,2,3
0.776,0.155,0.069,1,0.665,3,2,0.624,77.6,1,4,56,27,1,29725.27,40.5,0.832,1,3,2,2
0.422,0.22,0.358,0,0.223,1,4,0.217,42.2,5,4,43,85,0,31206.87,37.6,0.323,2,7,7,0
0.758,0.193,0.049,1,0.808,4,1,0.718,75.8,0,3,49,86,1,20418.08,59.2,0.795,1,2,0,3
0.645,0.076,0.279,1,0.689,3,2,0.65,64.5,4,4,45,69,0,28045.49,43.9,0.47,1,3,5,2
0.209,0.165,0.627,0,0.158,0,5,0.155,20.9,9,2,27,23,1,12430.2,75.1,0.049,3,8,10,0
0.832,0.099,0.069,1,0.642,3,2,0.585,83.2,1,6,78,85,1,22516.93,55.0,0.751,0,4,1,3
0.167,0.345,0.488,0,0.09,0,5,0.076,16.7,7,2,32,46,0,9469.62,81.1,0.015,4,9,8,0
0.87,0.116,0.015,1,0.91,4,1,0.87,87.0,0,9,100,63,1,20776.31,58.4,0.969,0,1,0,3
0.772,0.155,0.073,1,0.73,3,2,0.602,77.2,1,14,100,35,1,17691.18,64.6,0.656,1,3,1,3
0.914,0.06,0.026,1,1.0,5,0,0.801,91.4,0,3,32,18,1,31975.99,36.0,0.763,0,1,1,3
0.615,0.017,0.367,0,0.753,3,2,0.71,61.5,5,4,39,38,0,27314.1,45.4,0.49,1,2,5,0
0.405,0.426,0.169,1,0.252,1,4,0.221,40.5,2,0,19,43,0,10510.83,79.0,0.361,2,7,2,1
0.169,0.305,0.526,1,0.159,0,5,0.151,16.9,7,4,49,29,1,18197.85,63.6,0.252,4,8,7,0
0.818,0.04,0.142,1,0.915,4,1,0.742,81.8,2,11,100,28,1,29222.74,41.6,0.877,0,2,2,3
0.635,0.302,0.063,1,0.508,2,3,0.498,63.5,0,7,74,87,1,29915.72,40.2,0.517,1,5,2,2
0.83,0.087,0.083,1,0.994,4,1,0.938,83.0,1,13,100,23,1,33478.98,33.0,0.643,0,0,3,3
0.632,0.361,0.007,1,0.586,2,3,0.481,63.2,0,7,71,34,1,14030.92,71.9,0.437,1,5,1,2
0.795,0.083,0.122,1,0.645,3,2,0.637,79.5,1,10,100,51,1,19091.7,61.8,0.833,1,3,3,2
0.506,0.095,0.399,1,0.598,2,3,0.532,50.6,5,1,21,41,0,30331.37,39.3,0.452,2,4,5,1
0.878,0.121,0.001,1,0.78,3,2,0.767,87.8,0,12,100,25,1,26385.1,47.2,0.889,0,2,2,3
0.687,0.106,0.206,0,0.635,3,2,0.52,68.7,3,2,16,65,0,10882.56,78.2,0.78,1,4,4,0
0.788,0.193,0.018,1,0.982,4,1,0.832,78.8,0,7,72,28,1,26311.45,47.4,0.65,1,1,1,3
0.839,0.129,0.032,1,0.869,4,1,0.794,83.9,0,13,100,61,1,15592.58,68.8,0.909,0,2,0,3
0.465,0.204,0.331,1,0.646,3,2,0.633,46.5,4,2,27,30,1,31961.12,36.1,0.378,2,3,4,2
0.797,0.164,0.039,0,0.653,3,2,0.58,79.7,0,12,100,86,1,31732.07,36.5,0.625,1,4,1,1
0.547,0.332,0.121,0,0.528,2,3,0.486,54.7,1,0,-2,24,1,33991.01,32.0,0.403,2,5,2,0
0.622,0.305,0.072,1,0.546,2,3,0.539,62.2,1,7,88,24,1,31714.73,36.6,0.679,1,4,2,2
0.099,0.163,0.738,0,0.082,0,5,0.073,9.9,11,2,39,29,1,8197.08,83.6,0.0,4,9,11,0
0.676,0.221,0.103,0,0.677,3,2,0.608,67.6,1,2,28,71,0,10231.35,79.5,0.768,1,3,3,0
0.319,0.42,0.261,0,0.239,1,4,0.203,31.9,3,4,50,58,0,34180.18,31.6,0.123,3,7,5,0
0.871,0.043,0.086,1,0.937,4,1,0.906,87.1,1,6,68,19,1,20825.45,58.3,0.735,0,0,3,3
0.915,0.05,0.035,1,0.986,4,1,0.951,91.5,0,8,72,48,1,33611.0,32.8,0.87,0,0,2,2
0.578,0.146,0.276,0,0.766,3,2,0.678,57.8,4,1,0,69,0,17776.29,64.4,0.617,2,3,5,0
0.682,0.226,0.092,1,0.791,3,2,0.669,68.2,1,8,72,53,1,29284.27,41.4,0.659,1,3,2,2
0.931,0.021,0.049,1,0.963,4,1,0.928,93.1,0,5,67,11,1,15767.95,68.5,0.961,0,0,2,3
0.559,0.172,0.269,1,0.706,3,2,0.65,55.9,4,2,34,74,0,15714.68,68.6,0.488,2,3,4,1
0.572,0.21,0.218,1,0.387,1,4,0.361,57.2,3,1,27,34,0,27834.19,44.3,0.611,2,6,3,1
0.687,0.182,0.13,1,0.657,3,2,0.619,68.7,1,13,100,20,1,18133.2,63.7,0.614,1,3,1,3
0.653,0.139,0.208,1,0.719,3,2,0.688,65.3,3,2,35,62,0,13258.73,73.5,0.549,1,3,4,2
0.707,0.249,0.044,1,0.599,2,3,0.55,70.7,0,4,48,79,1,25628.04,48.7,0.747,1,4,2,2
0.362,0.481,0.157,0,0.387,1,4,0.355,36.2,2,1,29,32,0,34782.6,30.4,0.321,3,6,4,0
0.999,0.0,0.021,1,1.0,5,0,0.896,99.9,0,9,100,47,1,25838.08,48.3,1.0,0,1,2,3
0.619,0.153,0.228,0,0.816,4,1,0.723,61.9,3,0,-5,9,1,10511.96,79.0,0.608,1,2,3,0
0.846,0.072,0.082,1,0.931,4,1,0.847,84.6,1,7,87,76,1,10677.09,78.6,0.671,0,1,1,3
0.694,0.044,0.263,1,0.605,3,2,0.523,69.4,3,4,32,85,0,21842.66,56.3,0.649,1,4,4,2
0.818,0.143,0.039,1,0.843,4,1,0.788,81.8,0,5,69,81,1,23090.8,53.8,0.912,0,2,1,3
0.898,0.091,0.011,1,0.901,4,1,0.728,89.8,0,10,100,24,1,40403.72,19.2,0.881,0,2,1,3
0.856,0.105,0.039,1,0.888,4,1,0.884,85.6,0,11,100,8,1,17882.67,64.2,0.733,0,1,0,3
0.937,0.034,0.028,1,0.896,4,1,0.873,93.7,0,10,100,54,1,24312.18,51.4,0.844,0,1,2,3
0.338,0.541,0.121,1,0.395,1,4,0.342,33.8,1,0,-4,17,1,14430.88,71.1,0.333,3,6,1,1
0.812,0.143,0.044,1,1.0,5,0,0.803,81.2,0,14,100,73,1,34320.15,31.4,0.676,0,1,1,2
0.587,0.133,0.28,1,0.78,3,2,0.771,58.7,4,1,17,60,0,31367.08,37.3,0.607,2,2,4,2
0.425,0.44,0.135,1,0.618,3,2,0.558,42.5,2,1,20,42,0,30482.16,39.0,0.455,2,4,4,1
0.954,0.046,0.0,1,1.0,5,0,0.947,95.4,0,8,90,44,1,35296.71,29.4,0.984,0,0,2,3
0.706,0.208,0.086,1,0.628,3,2,0.61,70.6,1,9,97,30,1,27292.59,45.4,0.75,1,3,1,3
0.886,0.0,0.116,1,0.91,4,1,0.802,88.6,1,9,100,86,1,20268.09,59.5,0.782,0,1,2,3
0.569,0.222,0.209,1,0.606,3,2,0.556,56.9,3,3,42,66,0,15461.4,69.1,0.609,2,4,4,1
0.771,0.223,0.006,1,0.597,2,3,0.59,77.1,0,3,23,28,1,34498.51,31.0,0.615,1,4,1,2
0.315,0.229,0.456,0,0.13,0,5,0.123,31.5,6,2,36,28,1,8315.04,83.4,0.336,3,8,8,0
0.655,0.226,0.119,1,0.842,4,1,0.805,65.5,1,14,100,44,1,20481.45,59.0,0.721,1,1,1,3
0.432,0.237,0.331,1,0.572,2,3,0.548,43.2,4,1,7,23,1,34570.06,30.9,0.234,2,4,6,1
0.875,0.0,0.133,1,1.0,5,0,0.907,87.5,1,8,84,8,1,25627.36,48.7,0.964,0,0,3,3
0.009,0.441,0.549,0,0.0,0,5,0.0,0.9,8,3,46,79,0,9928.03,80.1,0.0,4,10,9,0
0.118,0.451,0.431,0,0.3,1,4,0.281,11.8,6,2,27,23,1,15446.53,69.1,0.178,4,7,6,0
0.568,0.146,0.286,1,0.406,2,3,0.333,56.8,4,0,17,51,0,24368.34,51.3,0.554,2,6,5,1
0.517,0.365,0.117,0,0.376,1,4,0.315,51.7,1,4,42,49,0,26336.46,47.3,0.459,2,6,3,0
0.872,0.104,0.024,1,0.91,4,1,0.864,87.2,0,3,36,61,1,16165.17,67.7,0.894,0,1,0,3
0.454,0.249,0.297,0,0.548,2,3,0.443,45.4,4,3,29,15,1,34296.05,31.4,0.514,2,5,4,0
0.978,0.01,0.013,1,1.0,5,0,0.839,97.8,0,8,99,26,1,16054.95,67.9,0.865,0,1,0,3
0.61,0.094,0.295,0,0.468,2,3,0.434,61.0,4,1,5,59,0,18159.36,63.7,0.501,1,5,6,0
0.829,0.085,0.086,1,0.68,3,2,0.603,82.9,1,10,100,50,1,15541.6,68.9,0.754,0,3,1,3
0.125,0.332,0.543,0,0.299,1,4,0.254,12.5,8,4,46,84,0,16685.67,66.6,0.109,4,7,10,0
0.813,0.071,0.116,1,0.874,4,1,0.751,81.3,1,10,100,38,1,10082.04,79.8,0.649,0,2,2,3
0.999,0.0,0.028,1,0.868,4,1,0.723,99.9,0,11,100,58,1,34207.09,31.6,0.939,0,2,0,3
0.861,0.128,0.011,1,0.929,4,1,0.913,86.1,0,8,78,26,1,22914.01,54.2,0.737,0,0,1,3
0.684,0.224,0.092,1,0.53,2,3,0.481,68.4,1,7,84,32,1,14676.18,70.6,0.592,1,5,3,2
0.884,0.096,0.02,1,0.916,4,1,0.79,88.4,0,10,100,16,1,26333.65,47.3,0.859,0,2,1,3
0.71,0.161,0.129,1,0.596,2,3,0.517,71.0,1,12,100,53,1,16118.6,67.8,0.584,1,4,2,2
0.85,0.107,0.043,1,0.75,3,2,0.612,85.0,0,5,57,65,1,42558.38,14.9,0.663,0,3,0,3
0.925,0.066,0.01,1,0.887,4,1,0.805,92.5,0,8,76,69,1,47404.61,5.2,0.812,0,1,0,3
0.888,0.1,0.012,1,0.907,4,1,0.878,88.8,0,8,82,57,1,28408.04,43.2,0.974,0,1,2,3
0.794,0.194,0.012,1,0.971,4,1,0.782,79.4,0,14,100,19,1,15367.86,69.3,0.869,1,2,1,3
0.085,0.304,0.611,0,0.087,0,5,0.086,8.5,9,3,32,82,0,18899.32,62.2,0.014,4,9,10,0
0.905,0.08,0.014,1,1.0,5,0,0.832,90.5,0,5,64,63,1,22053.83,55.9,0.901,0,1,1,3
0.111,0.479,0.411,0,0.216,1,4,0.204,11.1,6,0,-6,10,1,13584.62,72.8,0.123,4,7,8,0
0.625,0.329,0.047,1,0.572,2,3,0.497,62.5,0,9,87,69,1,17409.54,65.2,0.612,1,5,0,2
0.331,0.142,0.526,0,0.461,2,3,0.451,33.1,7,1,7,46,0,7043.46,85.9,0.277,3,5,8,0
0.978,0.0,0.023,1,1.0,5,0,0.846,97.8,0,10,99,51,1,17403.96,65.2,0.821,0,1,0,3
0.352,0.277,0.371,0,0.309,1,4,0.272,35.2,5,2,16,12,1,15884.83,68.2,0.304,3,7,5,0
0.921,0.048,0.031,1,1.0,5,0,0.99,92.1,0,10,98,44,1,27558.14,44.9,0.845,0,0,2,3
0.819,0.178,0.003,1,0.98,4,1,0.828,81.9,0,7,83,88,1,22455.59,55.1,0.723,0,1,2,3
0.975,0.0,0.027,1,0.873,4,1,0.715,97.5,0,14,100,83,1,40259.0,19.5,0.883,0,2,2,3
0.646,0.0,0.357,1,0.476,2,3,0.432,64.6,5,3,32,9,1,23645.75,52.7,0.532,1,5,6,1
0.159,0.299,0.543,0,0.0,0,5,0.0,15.9,8,3,42,18,1,5725.44,88.5,0.155,4,10,8,0
0.867,0.12,0.013,1,0.958,4,1,0.902,86.7,0,13,100,45,1,28762.76,42.5,0.819,0,0,0,3
0.915,0.074,0.011,1,0.876,4,1,0.872,91.5,0,12,100,66,1,30745.26,38.5,0.874,0,1,0,3
0.855,0.068,0.076,1,0.792,3,2,0.661,85.5,1,7,79,44,1,30017.29,40.0,0.87,0,3,2,3
0.925,0.03,0.045,1,0.792,3,2,0.733,92.5,0,9,97,78,1,40926.38,18.1,0.958,0,2,2,3
0.573,0.236,0.191,1,0.558,2,3,0.513,57.3,2,2,30,76,0,34513.52,31.0,0.521,2,4,2,2
0.744,0.185,0.071,1,0.587,2,3,0.559,74.4,1,7,68,55,1,15624.97,68.8,0.65,1,4,2,2
0.624,0.28,0.096,1,0.798,3,2,0.685,62.4,1,5,54,31,1,15537.52,68.9,0.695,1,3,3,2
0.644,0.318,0.039,1,0.571,2,3,0.514,64.4,0,9,97,62,1,22178.63,55.6,0.445,1,4,1,2
0.703,0.283,0.014,1,0.592,2,3,0.584,70.3,0,12,100,39,1,24721.73,50.6,0.558,1,4,2,2
0.622,0.182,0.196,1,0.71,3,2,0.63,62.2,2,0,-10,66,0,10467.21,79.1,0.529,1,3,3,1
0.079,0.132,0.789,0,0.243,1,4,0.202,7.9,11,4,39,64,0,18257.69,63.5,0.149,4,7,11,0
0.36,0.395,0.245,0,0.349,1,4,0.311,36.0,3,2,28,71,0,28587.5,42.8,0.338,3,6,5,0
0.871,0.093,0.037,1,0.888,4,1,0.886,87.1,0,3,26,63,1,25291.8,49.4,0.738,0,1,2,3
0.989,0.0,0.012,1,0.858,4,1,0.782,98.9,0,6,72,32,1,45218.53,9.6,0.866,0,2,1,3
0.984,0.0,0.024,1,1.0,5,0,0.801,98.4,0,10,100,58,1,24789.33,50.4,0.88,0,1,1,3
0.728,0.124,0.148,1,0.718,3,2,0.668,72.8,2,5,43,44,1,12496.68,75.0,0.57,1,3,2,2
0.937,0.031,0.033,1,0.959,4,1,0.823,93.7,0,9,89,43,1,24797.82,50.4,0.899,0,1,0,3
0.847,0.025,0.128,1,0.87,4,1,0.837,84.7,1,3,40,38,1,30423.55,39.2,0.886,0,1,2,3
0.206,0.296,0.497,0,0.182,0,5,0.167,20.6,7,2,36,29,1,7984.11,84.0,0.126,3,8,7,0
0.891,0.013,0.096,1,0.799,3,2,0.649,89.1,1,10,100,42,1,15099.06,69.8,0.735,0,3,2,3
0.853,0.12,0.027,1,0.884,4,1,0.754,85.3,0,5,42,40,1,25299.52,49.4,0.659,0,2,0,3
0.584,0.269,0.147,1,0.417,2,3,0.397,58.4,2,2,36,30,1,23675.47,52.6,0.661,2,6,3,2
0.816,0.178,0.006,1,1.0,5,0,0.898,81.6,0,14,100,46,1,47729.09,4.5,0.739,0,1,1,3
0.654,0.266,0.08,1,0.812,4,1,0.79,65.4,1,11,100,19,1,30497.51,39.0,0.609,1,2,2,3
0.839,0.113,0.048,1,0.698,3,2,0.606,83.9,0,4,56,41,1,18369.89,63.3,0.851,0,3,1,3
0.894,0.069,0.037,1,0.713,3,2,0.637,89.4,0,9,86,9,1,44396.79,11.2,0.765,0,3,1,3
0.821,0.08,0.099,1,0.969,4,1,0.856,82.1,1,14,100,83,1,30440.91,39.1,0.764,0,1,3,3
0.37,0.0,0.687,0,0.324,1,4,0.266,37.0,10,0,7,86,0,6521.85,87.0,0.249,3,7,10,0
0.474,0.359,0.168,0,0.535,2,3,0.523,47.4,2,4,35,68,0,30109.24,39.8,0.348,2,4,3,0
0.353,0.387,0.26,1,0.176,0,5,0.143,35.3,3,2,27,29,1,18005.24,64.0,0.422,3,8,4,1
0.506,0.234,0.26,1,0.427,2,3,0.41,50.6,3,0,2,34,0,27708.86,44.6,0.577,2,5,5,1
0.82,0.115,0.066,1,0.869,4,1,0.704,82.0,0,6,64,24,1,34973.06,30.1,0.71,0,2,0,3
0.212,0.22,0.568,0,0.336,1,4,0.32,21.2,8,1,4,52,0,13421.74,73.2,0.122,3,6,9,0
0.865,0.09,0.046,1,0.968,4,1,0.852,86.5,0,4,40,23,1,28258.35,43.5,0.857,0,1,1,3
0.793,0.126,0.081,1,0.956,4,1,0.955,79.3,1,3,48,56,1,34201.83,31.6,0.663,1,0,2,3
0.095,0.487,0.417,1,0.0,0,5,0.0,9.5,6,0,4,54,0,10746.74,78.5,0.076,4,10,7,0
0.655,0.285,0.06,1,0.694,3,2,0.689,65.5,0,5,51,86,1,15327.71,69.3,0.537,1,3,0,2
0.344,0.445,0.211,0,0.467,2,3,0.448,34.4,3,1,20,66,0,24548.2,50.9,0.425,3,5,4,0
0.797,0.077,0.127,1,0.709,3,2,0.692,79.7,1,11,100,85,1,34842.45,30.3,0.822,1,3,1,3
0.626,0.299,0.074,1,0.785,3,2,0.681,62.6,1,14,100,9,1,11621.98,76.8,0.578,1,3,1,3
0.038,0.558,0.404,0,0.055,0,5,0.047,3.8,6,3,20,31,0,12431.9,75.1,0.124,4,9,7,0
0.729,0.268,0.003,1,0.782,3,2,0.643,72.9,0,10,100,7,1,14863.51,70.3,0.599,1,3,2,3
0.652,0.114,0.234,1,0.615,3,2,0.514,65.2,3,3,28,84,0,21341.03,57.3,0.641,1,4,5,1
0.484,0.252,0.263,1,0.431,2,3,0.429,48.4,3,4,40,47,0,14791.61,70.4,0.327,2,5,4,1
0.178,0.028,0.794,0,0.282,1,4,0.232,17.8,11,4,31,83,0,17256.56,65.5,0.187,4,7,12,0
0.723,0.275,0.002,1,0.686,3,2,0.641,72.3,0,6,72,55,1,27675.44,44.6,0.56,1,3,2,2
0.96,0.019,0.021,1,1.0,5,0,0.854,96.0,0,3,34,72,1,23151.66,53.7,0.915,0,1,1,3
